"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2017";"1200";"17,3";"17,3";"16,5";"77,0";"81,0";"77,0";"13,1";"13,3";"13,1";"934,2";"934,2";"933,5";"1,4";"186,0";"3,2";"369,30";"0,0"
"01/07/2017";"1300";"17,3";"17,7";"17,2";"78,0";"78,0";"75,0";"13,3";"13,4";"12,9";"934,8";"934,8";"934,2";"1,7";"199,0";"3,4";"445,00";"0,0"
"01/07/2017";"1400";"18,2";"18,8";"17,3";"72,0";"78,0";"69,0";"13,0";"13,9";"12,7";"934,4";"934,8";"934,4";"2,1";"189,0";"4,7";"944,10";"0,0"
"01/07/2017";"1500";"18,0";"18,7";"17,9";"71,0";"74,0";"71,0";"12,7";"13,7";"12,7";"934,1";"934,4";"934,1";"2,5";"173,0";"5,5";"689,80";"0,0"
"01/07/2017";"1600";"18,4";"19,1";"17,4";"68,0";"75,0";"67,0";"12,4";"13,6";"12,2";"933,5";"934,1";"933,5";"3,4";"166,0";"6,9";"1515,10";"0,0"
"01/07/2017";"1700";"18,1";"18,8";"18,1";"72,0";"73,0";"67,0";"13,1";"13,3";"12,4";"933,2";"933,5";"933,2";"2,8";"190,0";"6,7";"1000,90";"0,0"
"01/07/2017";"1800";"17,4";"18,1";"16,8";"76,0";"78,0";"72,0";"13,1";"13,2";"12,7";"933,2";"933,3";"933,1";"2,3";"148,0";"6,7";"712,80";"0,0"
"01/07/2017";"1900";"17,2";"17,9";"17,0";"74,0";"76,0";"72,0";"12,4";"13,1";"12,2";"933,5";"933,5";"933,0";"2,2";"138,0";"5,7";"709,20";"0,0"
"01/07/2017";"2000";"16,2";"17,2";"16,2";"75,0";"77,0";"74,0";"11,9";"12,6";"11,9";"933,9";"933,9";"933,5";"2,4";"148,0";"5,7";"244,30";"0,0"
"01/07/2017";"2100";"15,4";"16,2";"15,4";"72,0";"75,0";"69,0";"10,4";"11,8";"10,2";"934,3";"934,3";"933,8";"2,4";"163,0";"5,7";"17,10";"0,0"
"01/07/2017";"2200";"15,3";"15,5";"15,2";"79,0";"79,0";"72,0";"11,6";"11,6";"10,5";"934,7";"934,7";"934,3";"3,1";"169,0";"6,6";"";"0,0"
"01/07/2017";"2300";"15,1";"15,4";"15,0";"81,0";"82,0";"79,0";"11,8";"12,0";"11,6";"935,3";"935,3";"934,7";"3,1";"169,0";"7,1";"";"0,0"
"02/07/2017";"0000";"14,6";"15,1";"14,5";"80,0";"84,0";"80,0";"11,1";"11,9";"11,1";"935,7";"935,7";"935,3";"3,5";"162,0";"7,2";"";"0,0"
"02/07/2017";"0100";"14,1";"14,6";"14,1";"77,0";"80,0";"76,0";"10,1";"11,1";"10,0";"936,1";"936,1";"935,7";"3,2";"162,0";"7,4";"";"0,0"
"02/07/2017";"0200";"14,0";"14,1";"13,8";"75,0";"77,0";"74,0";"9,6";"10,1";"9,4";"936,1";"936,2";"936,0";"2,3";"147,0";"6,6";"";"0,0"
"02/07/2017";"0300";"13,7";"14,0";"13,7";"68,0";"76,0";"68,0";"8,0";"9,7";"8,0";"936,2";"936,3";"936,1";"2,8";"161,0";"6,2";"";"0,0"
"02/07/2017";"0400";"13,6";"13,7";"13,5";"77,0";"77,0";"68,0";"9,6";"9,6";"7,8";"936,1";"936,3";"936,1";"2,4";"149,0";"5,9";"";"0,0"
"02/07/2017";"0500";"13,5";"13,7";"13,5";"76,0";"78,0";"76,0";"9,3";"9,9";"9,2";"936,1";"936,1";"936,0";"3,4";"154,0";"7,3";"";"0,0"
"02/07/2017";"0600";"13,1";"13,5";"13,1";"75,0";"76,0";"75,0";"8,8";"9,3";"8,8";"935,8";"936,1";"935,8";"2,5";"147,0";"7,3";"";"0,0"
"02/07/2017";"0700";"12,3";"13,1";"12,3";"78,0";"78,0";"75,0";"8,6";"9,1";"8,6";"935,5";"935,8";"935,5";"1,1";"138,0";"7,2";"";"0,2"
"02/07/2017";"0800";"12,6";"12,6";"12,2";"78,0";"79,0";"78,0";"8,9";"9,1";"8,5";"935,6";"935,7";"935,5";"3,7";"147,0";"8,3";"";"0,0"
"02/07/2017";"0900";"12,4";"12,5";"12,3";"79,0";"79,0";"78,0";"8,9";"8,9";"8,8";"935,8";"935,8";"935,6";"2,3";"152,0";"8,3";"";"0,0"
"02/07/2017";"1000";"12,5";"12,6";"12,4";"78,0";"79,0";"78,0";"8,8";"9,0";"8,8";"936,1";"936,2";"935,8";"3,1";"152,0";"6,7";"0,60";"0,0"
"02/07/2017";"1100";"13,1";"13,1";"12,5";"76,0";"79,0";"76,0";"8,9";"9,1";"8,8";"936,9";"936,9";"936,1";"2,3";"136,0";"6,7";"174,00";"0,0"
"02/07/2017";"1200";"13,3";"13,3";"12,9";"76,0";"76,0";"75,0";"9,2";"9,2";"8,7";"937,9";"937,9";"936,9";"2,3";"146,0";"6,6";"333,50";"0,0"
"02/07/2017";"1300";"13,3";"13,6";"13,2";"76,0";"76,0";"73,0";"9,2";"9,4";"8,9";"938,6";"938,6";"937,9";"2,8";"145,0";"6,7";"396,80";"0,0"
"02/07/2017";"1400";"13,9";"13,9";"12,6";"73,0";"83,0";"73,0";"9,1";"9,9";"9,1";"938,6";"938,7";"938,6";"2,6";"144,0";"7,7";"613,40";"0,0"
"02/07/2017";"1500";"15,3";"15,3";"13,8";"63,0";"73,0";"62,0";"8,2";"9,1";"7,9";"938,1";"938,7";"938,1";"3,2";"153,0";"8,6";"1463,70";"0,0"
"02/07/2017";"1600";"16,0";"16,8";"15,3";"58,0";"63,0";"54,0";"7,7";"8,3";"6,6";"937,3";"938,1";"937,3";"4,0";"169,0";"7,6";"1853,20";"0,0"
"02/07/2017";"1700";"14,7";"16,0";"14,1";"63,0";"67,0";"57,0";"7,6";"8,6";"7,5";"937,2";"937,5";"937,2";"3,6";"150,0";"8,3";"1095,90";"0,0"
"02/07/2017";"1800";"14,6";"15,7";"14,5";"62,0";"64,0";"59,0";"7,4";"8,3";"7,3";"937,3";"937,3";"937,1";"3,7";"156,0";"9,1";"1066,50";"0,0"
"02/07/2017";"1900";"14,5";"14,7";"14,3";"64,0";"65,0";"62,0";"7,8";"8,1";"7,2";"937,3";"937,4";"937,2";"3,8";"162,0";"8,7";"598,20";"0,0"
"02/07/2017";"2000";"13,9";"14,6";"13,9";"69,0";"69,0";"63,0";"8,2";"8,2";"7,4";"937,5";"937,5";"937,3";"3,4";"156,0";"8,7";"407,60";"0,0"
"02/07/2017";"2100";"12,9";"13,9";"12,9";"74,0";"74,0";"69,0";"8,4";"8,8";"8,3";"938,0";"938,1";"937,5";"3,7";"150,0";"9,0";"21,70";"0,0"
"02/07/2017";"2200";"12,9";"13,0";"12,9";"76,0";"76,0";"74,0";"8,7";"8,7";"8,4";"938,4";"938,4";"938,0";"2,8";"143,0";"7,3";"";"0,0"
"02/07/2017";"2300";"12,6";"12,9";"12,6";"77,0";"77,0";"75,0";"8,6";"8,8";"8,4";"938,8";"938,8";"938,4";"3,4";"124,0";"8,8";"";"0,0"
"03/07/2017";"0000";"12,4";"12,6";"12,4";"76,0";"78,0";"75,0";"8,3";"8,7";"8,2";"939,0";"939,0";"938,8";"4,4";"159,0";"10,2";"";"0,0"
"03/07/2017";"0100";"12,5";"12,5";"12,3";"74,0";"77,0";"74,0";"7,9";"8,5";"7,9";"939,5";"939,5";"939,0";"3,0";"129,0";"10,2";"";"0,0"
"03/07/2017";"0200";"11,9";"12,5";"11,9";"78,0";"78,0";"74,0";"8,2";"8,4";"7,9";"939,5";"939,7";"939,4";"2,0";"134,0";"8,1";"";"0,0"
"03/07/2017";"0300";"11,8";"12,1";"11,8";"80,0";"80,0";"77,0";"8,4";"8,4";"8,2";"939,6";"939,6";"939,4";"2,3";"134,0";"6,2";"";"0,0"
"03/07/2017";"0400";"11,3";"11,7";"10,9";"88,0";"89,0";"80,0";"9,4";"9,4";"8,3";"939,3";"939,6";"939,3";"1,9";"114,0";"6,9";"";"0,8"
"03/07/2017";"0500";"11,5";"11,5";"11,3";"84,0";"88,0";"84,0";"8,9";"9,4";"8,9";"938,8";"939,4";"938,8";"2,3";"105,0";"5,6";"";"0,0"
"03/07/2017";"0600";"11,4";"11,6";"11,4";"82,0";"84,0";"82,0";"8,5";"8,9";"8,5";"938,4";"938,9";"938,4";"4,3";"118,0";"7,5";"";"0,0"
"03/07/2017";"0700";"11,2";"11,4";"11,2";"83,0";"83,0";"82,0";"8,3";"8,5";"8,3";"938,4";"938,4";"938,3";"2,9";"120,0";"8,6";"";"0,0"
"03/07/2017";"0800";"11,1";"11,2";"11,0";"82,0";"83,0";"82,0";"8,1";"8,3";"8,1";"938,5";"938,5";"938,3";"2,8";"109,0";"8,9";"";"0,0"
"03/07/2017";"0900";"10,9";"11,1";"10,9";"81,0";"82,0";"81,0";"7,8";"8,1";"7,8";"938,7";"938,8";"938,5";"3,2";"115,0";"7,7";"";"0,0"
"03/07/2017";"1000";"10,6";"10,9";"10,6";"82,0";"83,0";"81,0";"7,7";"7,9";"7,7";"939,1";"939,1";"938,7";"3,1";"107,0";"5,4";"0,70";"0,0"
"03/07/2017";"1100";"11,0";"11,0";"10,6";"81,0";"83,0";"81,0";"7,9";"8,0";"7,7";"939,5";"939,6";"939,1";"2,4";"91,0";"5,2";"117,80";"0,0"
"03/07/2017";"1200";"12,4";"12,5";"11,0";"74,0";"82,0";"74,0";"7,9";"8,6";"7,9";"940,1";"940,1";"939,5";"3,6";"103,0";"7,0";"882,00";"0,0"
"03/07/2017";"1300";"13,5";"13,5";"12,2";"69,0";"76,0";"68,0";"8,0";"8,5";"7,5";"940,3";"940,3";"940,1";"4,3";"112,0";"8,2";"1181,40";"0,0"
"03/07/2017";"1400";"13,5";"13,8";"13,3";"65,0";"69,0";"65,0";"7,1";"7,9";"6,9";"940,2";"940,4";"940,2";"3,4";"100,0";"8,7";"1006,60";"0,0"
"03/07/2017";"1500";"14,8";"15,5";"13,5";"54,0";"66,0";"54,0";"5,6";"8,4";"5,6";"939,4";"940,2";"939,4";"3,4";"94,0";"7,0";"1883,40";"0,0"
"03/07/2017";"1600";"15,5";"16,0";"14,7";"52,0";"58,0";"52,0";"5,7";"7,5";"5,6";"938,4";"939,4";"938,4";"3,8";"86,0";"8,2";"1486,10";"0,0"
"03/07/2017";"1700";"15,4";"15,7";"14,9";"54,0";"56,0";"51,0";"6,1";"6,6";"5,2";"938,0";"938,4";"938,0";"3,5";"120,0";"7,0";"1032,60";"0,0"
"03/07/2017";"1800";"14,7";"15,5";"14,3";"58,0";"63,0";"53,0";"6,6";"7,4";"5,9";"938,0";"938,1";"938,0";"4,2";"124,0";"9,1";"830,90";"0,0"
"03/07/2017";"1900";"15,1";"16,3";"14,6";"52,0";"58,0";"49,0";"5,4";"6,5";"4,9";"937,9";"938,0";"937,9";"4,0";"110,0";"8,2";"1053,20";"0,0"
"03/07/2017";"2000";"14,4";"15,6";"14,4";"60,0";"60,0";"52,0";"6,6";"6,6";"5,3";"938,0";"938,0";"937,8";"3,3";"124,0";"7,7";"479,60";"0,0"
"03/07/2017";"2100";"13,4";"14,4";"13,4";"66,0";"66,0";"60,0";"7,2";"7,6";"6,6";"938,1";"938,2";"937,9";"3,8";"122,0";"10,2";"30,90";"0,0"
"03/07/2017";"2200";"12,9";"13,4";"12,9";"64,0";"70,0";"64,0";"6,4";"7,6";"6,4";"938,1";"938,4";"938,1";"3,9";"117,0";"9,7";"";"0,0"
"03/07/2017";"2300";"12,2";"12,9";"12,2";"69,0";"69,0";"64,0";"6,6";"6,6";"6,3";"938,2";"938,3";"938,1";"3,6";"111,0";"8,6";"";"0,0"
"04/07/2017";"0000";"11,8";"12,2";"11,8";"72,0";"72,0";"68,0";"6,8";"6,8";"6,4";"938,6";"938,6";"938,2";"2,8";"101,0";"7,7";"";"0,0"
"04/07/2017";"0100";"11,3";"11,8";"11,3";"76,0";"76,0";"72,0";"7,2";"7,3";"6,8";"938,6";"938,7";"938,5";"2,0";"94,0";"4,8";"";"0,0"
"04/07/2017";"0200";"11,1";"11,4";"10,9";"76,0";"77,0";"75,0";"7,0";"7,3";"7,0";"939,0";"939,0";"938,6";"2,1";"104,0";"4,6";"";"0,0"
"04/07/2017";"0300";"10,7";"11,1";"10,7";"76,0";"76,0";"75,0";"6,7";"7,0";"6,7";"938,7";"939,1";"938,6";"1,6";"94,0";"4,9";"";"0,0"
"04/07/2017";"0400";"10,1";"10,7";"10,1";"78,0";"78,0";"76,0";"6,4";"6,7";"6,4";"938,5";"938,7";"938,5";"0,7";"65,0";"3,8";"";"0,0"
"04/07/2017";"0500";"10,0";"10,1";"9,7";"79,0";"80,0";"78,0";"6,5";"6,6";"6,2";"938,3";"938,5";"938,3";"1,7";"93,0";"3,1";"";"0,0"
"04/07/2017";"0600";"10,0";"10,2";"9,9";"80,0";"80,0";"79,0";"6,7";"6,7";"6,4";"938,0";"938,3";"938,0";"1,5";"106,0";"3,1";"";"0,0"
"04/07/2017";"0700";"9,7";"10,0";"9,7";"80,0";"80,0";"80,0";"6,5";"6,7";"6,5";"937,8";"938,0";"937,8";"1,4";"113,0";"3,3";"";"0,0"
"04/07/2017";"0800";"9,5";"9,8";"9,4";"82,0";"83,0";"80,0";"6,6";"6,7";"6,4";"937,9";"937,9";"937,7";"1,4";"94,0";"3,2";"";"0,0"
"04/07/2017";"0900";"9,4";"9,6";"9,4";"82,0";"83,0";"82,0";"6,6";"6,7";"6,5";"938,1";"938,1";"937,8";"2,3";"103,0";"3,5";"";"0,0"
"04/07/2017";"1000";"9,7";"9,8";"9,3";"80,0";"83,0";"80,0";"6,4";"6,8";"6,4";"938,5";"938,6";"938,2";"2,9";"80,0";"5,4";"2,40";"0,0"
"04/07/2017";"1100";"10,4";"10,4";"9,6";"79,0";"81,0";"79,0";"6,8";"6,8";"6,4";"939,1";"939,1";"938,5";"2,7";"87,0";"5,4";"143,50";"0,0"
"04/07/2017";"1200";"12,2";"12,2";"10,3";"71,0";"79,0";"71,0";"7,1";"7,1";"6,5";"939,7";"939,7";"939,1";"2,8";"81,0";"6,9";"883,30";"0,0"
"04/07/2017";"1300";"13,7";"14,5";"12,0";"61,0";"71,0";"59,0";"6,3";"7,2";"5,8";"940,1";"940,1";"939,7";"3,0";"57,0";"7,0";"2126,20";"0,0"
"04/07/2017";"1400";"14,5";"15,3";"13,5";"55,0";"62,0";"54,0";"5,6";"6,9";"5,3";"939,7";"940,1";"939,6";"3,0";"70,0";"9,8";"2283,30";"0,0"
"04/07/2017";"1500";"15,5";"16,6";"14,5";"49,0";"57,0";"48,0";"4,9";"6,7";"4,5";"938,8";"939,7";"938,8";"5,0";"91,0";"11,0";"2531,50";"0,0"
"04/07/2017";"1600";"16,0";"16,5";"15,0";"47,0";"51,0";"47,0";"4,7";"5,9";"4,7";"937,9";"938,8";"937,9";"3,0";"86,0";"11,0";"2361,60";"0,0"
"04/07/2017";"1700";"17,0";"17,5";"15,9";"41,0";"48,0";"41,0";"3,8";"5,4";"3,7";"936,9";"937,9";"936,9";"4,0";"87,0";"10,1";"2415,40";"0,0"
"04/07/2017";"1800";"17,0";"17,5";"16,6";"43,0";"45,0";"41,0";"4,4";"5,1";"3,7";"936,3";"936,9";"936,3";"3,6";"93,0";"9,1";"1823,60";"0,0"
"04/07/2017";"1900";"17,0";"17,4";"16,7";"45,0";"46,0";"42,0";"4,9";"5,1";"4,4";"935,9";"936,3";"935,9";"3,6";"104,0";"8,1";"1384,40";"0,0"
"04/07/2017";"2000";"16,5";"17,3";"16,5";"46,0";"47,0";"44,0";"5,0";"5,7";"4,8";"936,2";"936,3";"935,9";"3,7";"79,0";"8,1";"570,60";"0,0"
"04/07/2017";"2100";"15,0";"16,5";"15,0";"62,0";"62,0";"46,0";"7,7";"7,8";"5,1";"936,8";"936,8";"936,3";"1,7";"125,0";"7,2";"35,30";"0,0"
"04/07/2017";"2200";"14,3";"15,1";"14,2";"62,0";"63,0";"61,0";"7,2";"7,9";"7,1";"937,0";"937,1";"936,8";"2,8";"110,0";"5,4";"";"0,0"
"04/07/2017";"2300";"13,4";"14,3";"13,3";"68,0";"68,0";"62,0";"7,6";"7,7";"7,2";"937,3";"937,3";"937,0";"1,9";"89,0";"4,8";"";"0,0"
"05/07/2017";"0000";"12,8";"13,5";"12,7";"72,0";"73,0";"68,0";"7,9";"8,0";"7,6";"937,6";"937,6";"937,3";"1,2";"86,0";"3,8";"";"0,0"
"05/07/2017";"0100";"12,4";"12,8";"12,3";"74,0";"74,0";"72,0";"7,9";"8,0";"7,8";"938,0";"938,0";"937,6";"1,6";"80,0";"3,7";"";"0,0"
"05/07/2017";"0200";"11,6";"12,4";"11,4";"75,0";"76,0";"72,0";"7,4";"7,9";"7,2";"938,4";"938,4";"938,0";"1,3";"42,0";"4,2";"";"0,0"
"05/07/2017";"0300";"11,2";"11,7";"11,1";"77,0";"77,0";"75,0";"7,3";"7,4";"7,1";"938,1";"938,4";"938,1";"1,4";"52,0";"3,7";"";"0,0"
"05/07/2017";"0400";"10,8";"11,3";"10,8";"78,0";"78,0";"76,0";"7,1";"7,3";"7,0";"937,9";"938,1";"937,8";"1,0";"51,0";"4,1";"";"0,0"
"05/07/2017";"0500";"10,3";"10,8";"10,1";"79,0";"80,0";"78,0";"6,8";"7,2";"6,8";"937,6";"937,9";"937,6";"0,7";"5,0";"2,4";"";"0,0"
"05/07/2017";"0600";"9,8";"10,4";"9,8";"81,0";"81,0";"79,0";"6,7";"7,2";"6,7";"937,7";"937,8";"937,6";"0,2";"47,0";"1,7";"";"0,0"
"05/07/2017";"0700";"9,5";"9,9";"9,3";"83,0";"83,0";"81,0";"6,7";"6,9";"6,5";"937,7";"937,8";"937,6";"0,4";"46,0";"1,4";"";"0,0"
"05/07/2017";"0800";"9,1";"9,6";"9,1";"83,0";"83,0";"82,0";"6,4";"6,8";"6,3";"937,7";"937,7";"937,6";"0,2";"57,0";"1,2";"";"0,0"
"05/07/2017";"0900";"8,7";"9,3";"8,7";"84,0";"84,0";"83,0";"6,1";"6,6";"5,9";"938,2";"938,2";"937,7";"0,1";"37,0";"1,4";"";"0,0"
"05/07/2017";"1000";"9,0";"9,0";"8,5";"85,0";"85,0";"84,0";"6,6";"6,7";"5,9";"938,8";"938,8";"938,2";"0,6";"60,0";"1,4";"1,70";"0,0"
"05/07/2017";"1100";"11,8";"12,0";"8,9";"79,0";"85,0";"79,0";"8,2";"8,9";"6,5";"939,2";"939,2";"938,8";"0,3";"61,0";"1,7";"123,30";"0,0"
"05/07/2017";"1200";"12,7";"13,1";"11,0";"72,0";"80,0";"72,0";"7,8";"8,6";"7,3";"939,5";"939,6";"939,1";"2,0";"67,0";"4,6";"1072,00";"0,0"
"05/07/2017";"1300";"14,3";"15,0";"12,6";"64,0";"73,0";"63,0";"7,6";"8,6";"7,4";"940,0";"940,0";"939,6";"2,0";"72,0";"5,1";"2043,20";"0,0"
"05/07/2017";"1400";"15,8";"16,8";"14,1";"51,0";"66,0";"48,0";"5,7";"8,0";"5,3";"939,6";"940,0";"939,6";"1,8";"40,0";"6,3";"2608,10";"0,0"
"05/07/2017";"1500";"16,7";"17,5";"15,3";"47,0";"53,0";"46,0";"5,3";"7,1";"4,8";"938,4";"939,6";"938,4";"1,9";"63,0";"5,4";"2680,00";"0,0"
"05/07/2017";"1600";"17,6";"18,4";"16,2";"45,0";"50,0";"42,0";"5,6";"6,5";"4,8";"937,1";"938,4";"937,1";"2,7";"106,0";"5,5";"3010,50";"0,0"
"05/07/2017";"1700";"18,3";"18,5";"17,3";"42,0";"46,0";"41,0";"5,2";"6,0";"4,7";"936,1";"937,1";"936,1";"1,6";"129,0";"5,4";"2725,70";"0,0"
"05/07/2017";"1800";"18,8";"19,0";"18,1";"40,0";"43,0";"40,0";"5,0";"5,8";"4,5";"935,4";"936,2";"935,4";"1,1";"121,0";"4,7";"2211,50";"0,0"
"05/07/2017";"1900";"18,3";"19,3";"18,1";"44,0";"44,0";"39,0";"5,7";"6,1";"4,4";"935,3";"935,4";"935,3";"1,9";"121,0";"4,5";"1472,40";"0,0"
"05/07/2017";"2000";"17,6";"18,5";"17,6";"48,0";"48,0";"43,0";"6,3";"6,6";"5,6";"935,4";"935,4";"935,3";"2,2";"101,0";"5,0";"531,50";"0,0"
"05/07/2017";"2100";"16,3";"17,6";"16,3";"53,0";"53,0";"48,0";"6,7";"6,8";"6,3";"935,8";"935,8";"935,4";"0,7";"30,0";"3,9";"34,50";"0,0"
"05/07/2017";"2200";"14,4";"16,3";"14,4";"73,0";"73,0";"53,0";"9,6";"9,7";"6,7";"936,2";"936,2";"935,8";"1,6";"139,0";"5,3";"";"0,0"
"05/07/2017";"2300";"14,4";"14,5";"14,3";"76,0";"76,0";"73,0";"10,1";"10,1";"9,6";"936,8";"936,8";"936,2";"1,4";"129,0";"4,0";"";"0,0"
"06/07/2017";"0000";"14,0";"14,5";"14,0";"76,0";"76,0";"74,0";"9,8";"10,2";"9,8";"936,7";"936,8";"936,6";"2,1";"98,0";"4,3";"";"0,0"
"06/07/2017";"0100";"13,3";"14,0";"13,3";"79,0";"79,0";"76,0";"9,8";"9,9";"9,8";"936,7";"936,7";"936,6";"1,8";"93,0";"4,5";"";"0,0"
"06/07/2017";"0200";"13,0";"13,4";"12,9";"82,0";"82,0";"79,0";"10,0";"10,1";"9,8";"936,5";"936,7";"936,5";"1,6";"86,0";"3,7";"";"0,0"
"06/07/2017";"0300";"12,5";"13,0";"12,5";"84,0";"84,0";"82,0";"9,7";"10,1";"9,7";"936,3";"936,5";"936,3";"1,2";"68,0";"3,1";"";"0,0"
"06/07/2017";"0400";"12,2";"12,5";"12,2";"85,0";"85,0";"84,0";"9,8";"9,9";"9,7";"935,8";"936,3";"935,8";"1,4";"58,0";"3,0";"";"0,0"
"06/07/2017";"0500";"11,9";"12,2";"11,9";"86,0";"86,0";"85,0";"9,6";"9,8";"9,5";"935,5";"935,8";"935,5";"1,7";"65,0";"4,0";"";"0,0"
"06/07/2017";"0600";"11,7";"12,1";"11,7";"87,0";"87,0";"86,0";"9,5";"9,8";"9,5";"935,3";"935,5";"935,3";"1,4";"70,0";"4,7";"";"0,0"
"06/07/2017";"0700";"10,9";"11,7";"10,9";"88,0";"88,0";"87,0";"9,0";"9,6";"9,0";"935,3";"935,4";"935,3";"0,5";"44,0";"4,2";"";"0,0"
"06/07/2017";"0800";"11,1";"11,2";"10,7";"89,0";"89,0";"88,0";"9,3";"9,4";"8,9";"935,3";"935,4";"935,2";"1,7";"79,0";"4,4";"";"0,0"
"06/07/2017";"0900";"11,5";"11,5";"11,0";"87,0";"89,0";"87,0";"9,5";"9,6";"9,2";"935,8";"935,8";"935,3";"2,2";"67,0";"5,4";"";"0,0"
"06/07/2017";"1000";"11,8";"11,8";"11,4";"86,0";"87,0";"86,0";"9,5";"9,6";"9,4";"936,6";"936,6";"935,8";"2,0";"69,0";"6,2";"2,70";"0,0"
"06/07/2017";"1100";"11,9";"12,0";"11,8";"84,0";"86,0";"83,0";"9,2";"9,5";"9,1";"936,9";"936,9";"936,6";"3,2";"83,0";"6,0";"197,90";"0,0"
"06/07/2017";"1200";"12,6";"13,0";"11,9";"79,0";"84,0";"79,0";"9,2";"9,7";"9,2";"937,2";"937,3";"936,8";"2,3";"90,0";"5,9";"759,40";"0,0"
"06/07/2017";"1300";"14,9";"14,9";"12,4";"69,0";"81,0";"69,0";"9,3";"10,3";"8,9";"937,5";"937,5";"937,2";"2,6";"82,0";"5,2";"1877,20";"0,0"
"06/07/2017";"1400";"16,8";"16,9";"14,8";"62,0";"70,0";"62,0";"9,3";"10,0";"9,0";"937,3";"937,6";"937,3";"1,9";"79,0";"4,7";"2612,30";"0,0"
"06/07/2017";"1500";"18,2";"18,5";"16,4";"51,0";"63,0";"51,0";"8,0";"10,0";"8,0";"936,5";"937,3";"936,5";"2,6";"97,0";"5,5";"2919,00";"0,0"
"06/07/2017";"1600";"19,6";"20,0";"17,9";"44,0";"54,0";"44,0";"7,2";"8,8";"6,8";"935,5";"936,5";"935,5";"1,7";"78,0";"5,4";"2992,50";"0,0"
"06/07/2017";"1700";"20,1";"20,7";"18,8";"42,0";"49,0";"41,0";"6,8";"8,6";"6,3";"934,6";"935,5";"934,6";"1,5";"35,0";"5,8";"2772,40";"0,0"
"06/07/2017";"1800";"20,1";"20,6";"19,1";"41,0";"46,0";"40,0";"6,4";"7,9";"6,3";"934,3";"934,6";"934,3";"1,3";"112,0";"5,4";"2278,30";"0,0"
